epoch,test_accuracy,train_accuracy,train_loss
47,0.11349999904632568,0.11234545707702637,2.305898904800415
48,0.10100000351667404,0.10250908881425858,2.3102407455444336
49,0.0957999974489212,0.09849090874195099,2.3139729499816895
50,0.11349999904632568,0.11234545707702637,2.3137924671173096
51,0.11349999904632568,0.11234545707702637,2.3111677169799805
52,0.11349999904632568,0.11234545707702637,2.3079049587249756
53,0.11349999904632568,0.11234545707702637,2.3082261085510254
54,0.11349999904632568,0.11234545707702637,2.308211326599121
55,0.09799999743700027,0.0989818200469017,2.3218190670013428
56,0.0957999974489212,0.09849090874195099,2.3143086433410645
57,0.10320000350475311,0.09945454448461533,2.308499336242676
58,0.10090000182390213,0.09916363656520844,2.313645839691162
59,0.11349999904632568,0.11234545707702637,2.3216147422790527
60,0.09799999743700027,0.0989818200469017,2.313631296157837
61,0.11349999904632568,0.11234545707702637,2.308687448501587
62,0.10090000182390213,0.09916363656520844,2.308637857437134
63,0.10100000351667404,0.10250908881425858,2.308420419692993
64,0.10100000351667404,0.10250908881425858,2.3170325756073
65,0.08919999748468399,0.09067272394895554,2.3201117515563965
66,0.09799999743700027,0.0989818200469017,2.3136003017425537
67,0.10279999673366547,0.10390909016132355,2.3077316284179688
68,0.10320000350475311,0.09945454448461533,2.3076493740081787
69,0.10320000350475311,0.09945454448461533,2.3155930042266846
70,0.09740000218153,0.09798181802034378,2.314908027648926
71,0.10279999673366547,0.10390909016132355,2.312018632888794
72,0.0982000008225441,0.09649091213941574,2.3093769550323486
73,0.0957999974489212,0.09849090874195099,2.3115792274475098
74,0.11349999904632568,0.11234545707702637,2.3191378116607666
75,0.0982000008225441,0.09649091213941574,2.308990955352783
76,0.09799999743700027,0.0989818200469017,2.318089723587036
77,0.11349999904632568,0.11234545707702637,2.309816837310791
78,0.09740000218153,0.09798181802034378,2.3112571239471436
79,0.11349999904632568,0.11234545707702637,2.3063297271728516
80,0.10320000350475311,0.09945454448461533,2.316924810409546
81,0.11349999904632568,0.11234545707702637,2.3074581623077393
82,0.11349999904632568,0.11234545707702637,2.307095527648926
83,0.10279999673366547,0.10390909016132355,2.3118462562561035
84,0.10320000350475311,0.09945454448461533,2.309736967086792
85,0.11349999904632568,0.11234545707702637,2.312300682067871
86,0.11349999904632568,0.11234545707702637,2.3093416690826416
87,0.0957999974489212,0.09849090874195099,2.3115103244781494
88,0.10090000182390213,0.09916363656520844,2.308094024658203
89,0.10100000351667404,0.10250908881425858,2.316474199295044
90,0.11349999904632568,0.11234545707702637,2.3085365295410156
91,0.10320000350475311,0.09945454448461533,2.308995246887207
92,0.0957999974489212,0.09849090874195099,2.3123693466186523
93,0.11349999904632568,0.11234545707702637,2.312808036804199
94,0.0957999974489212,0.09849090874195099,2.31620717048645
95,0.09740000218153,0.09798181802034378,2.3206310272216797
96,0.09740000218153,0.09798181802034378,2.3146936893463135
97,0.11349999904632568,0.11234545707702637,2.314671516418457
98,0.09799999743700027,0.0989818200469017,2.307821273803711
99,0.10100000351667404,0.10250908881425858,2.3074448108673096
100,0.10320000350475311,0.09945454448461533,2.315234422683716
